"Name","Value"
"gt-1030","29990"
"gt-710","16500"
"gt-730","24340"
"gtx-1050-ti","99899"
"gtx-1650","119499"
"gtx-1650-super","159990"
"gtx-1660","195000"
"gtx-1660-super","245995"
"gtx-1660-ti","223497"
"p1000","129900"
"p2000","206100"
"p2200","197390"
"p400","46510"
"p4000","393450"
"p620","68400"
"rtx-2060","247020"
"rtx-2060-super","322690"
"rtx-3060","305620"
"rtx-3060-ti","332000"
"rtx-3070","349628"
"rtx-3070-ti","460020"
"rtx-3080","576440"
"rtx-3080-ti","749990"
"rtx-3090","1044990"
"rtx-4000","390800"
"rtx-5000","896200"
"rtx-6000","1517299"
"rtx-8000","2215140"
"rx-550","69990"
"rx-5500-xt","279990"
"rx-560","91710"
"rx-6600","254999"
"rx-6600-xt","295991"
"rx-6700-xt","397220"
"rx-6800","681231"
"rx-6800-xt","629990"
"rx-6900-xt","593877"
"wx-3100","77900"
"wx-5100","170480"
"wx-7100","501797"
"wx-8200","475520"
