"Name","Value"
"gt-1030","25810"
"gt-710","16500"
"gt-730","21710"
"gtx-1050","49990"
"gtx-1050-ti","58920"
"gtx-1650","102299"
"gtx-1650-super","131575"
"gtx-1660","129990"
"gtx-1660-super","144900"
"gtx-1660-ti","156290"
"p1000","134020"
"p2000","205660"
"p2200","179480"
"p400","39320"
"p4000","346990"
"p620","67476"
"r7-240","32680"
"rtx-2060","191500"
"rtx-2060-super","232550"
"rtx-2080-super","394690"
"rtx-3060","229990"
"rtx-3060-ti","279781"
"rtx-3070","379990"
"rtx-3070-ti","369900"
"rtx-3080","499900"
"rtx-3080-ti","579990"
"rtx-3090","803740"
"rtx-4000","438031"
"rtx-5000","730580"
"rtx-6000","1603330"
"rtx-8000","2214140"
"rx-550","47180"
"rx-5500-xt","240240"
"rx-560","68480"
"rx-5600-xt","322640"
"rx-5700-xt","500634"
"rx-580","192370"
"rx-6700-xt","302480"
"rx-6800","393710"
"rx-6800-xt","467309"
"rx-6900-xt","556900"
"wx-2100","63290"
"wx-3100","146900"
"wx-8200","478850"
