"Name","Value"
"210","21160"
"a310","45950"
"a380","50720"
"a580","77990"
"a750","87390"
"a770","107990"
"gt-1030","27530"
"gt-210","12700"
"gt-610","15550"
"gt-710","15800"
"gt-730","23385"
"gtx-1050","60580"
"gtx-1050-ti","61420"
"gtx-1630","58900"
"gtx-1650","58830"
"gtx-1660","99995"
"gtx-1660-super","123900"
"gtx-1660-ti","88900"
"p1000","120660"
"p2000","267295"
"p2200","203497"
"p400","91497"
"r7-240","30420"
"rtx-2000","307590"
"rtx-2060","125995"
"rtx-3050","76520"
"rtx-3060","109729"
"rtx-3060-ti","139780"
"rtx-3070","177400"
"rtx-3070-ti","234999"
"rtx-3080","242210"
"rtx-3080-ti","303799"
"rtx-3090","959000"
"rtx-4000","299999"
"rtx-4060","119286"
"rtx-4060-ti","154900"
"rtx-4070","226390"
"rtx-4070-super","246000"
"rtx-4070-ti","334830"
"rtx-4070-ti-super","339990"
"rtx-4080","437799"
"rtx-4080-super","437690"
"rtx-4090","759390"
"rtx-4500","1210190"
"rtx-5000","727000"
"rtx-6000","1293481"
"rtx-8000","2872099"
"rtx-a1000","179020"
"rtx-a2000","172339"
"rtx-a4000","433020"
"rtx-a4500","740242"
"rtx-a5000","1105896"
"rtx-a5500","2377740"
"rtx-a6000","2022980"
"rx-550","31300"
"rx-5500-xt","87748"
"rx-560","49520"
"rx-570","80960"
"rx-6400","48790"
"rx-6500-xt","65010"
"rx-6600","82576"
"rx-6600-xt","159990"
"rx-6650-xt","104890"
"rx-6700-xt","155000"
"rx-6750-xt","141990"
"rx-6800","155590"
"rx-6800-xt","204790"
"rx-6900-xt","375500"
"rx-6950-xt","271730"
"rx-7600","112900"
"rx-7600-xt","131470"
"rx-7700-xt","179690"
"rx-7800-xt","210990"
"rx-7900","249320"
"rx-7900-gre","238876"
"rx-7900-xt","322640"
"rx-7900-xtx","395000"
"t1000","134590"
"t400","63310"
"t600","291311"
"w5500","156362"
"w5700","98538"
"w6400","83990"
"w6600","119990"
"w7500","165990"
"w7600","239990"
"w7800","1015590"
"w7900","1565180"
"wx-3100","106801"
"wx-3200","55034"
"wx-5100","130800"
"wx-7100","379129"
"wx-8200","166245"
