"Name","Value"
"210","18590"
"a380","66210"
"a750","125190"
"a770","168290"
"gt-1030","39390"
"gt-710","20400"
"gt-730","27880"
"gtx-1050-ti","72400"
"gtx-1060","151170"
"gtx-1630","62000"
"gtx-1650","76180"
"gtx-1660","106813"
"gtx-1660-super","111900"
"gtx-1660-ti","110800"
"p1000","161446"
"p2000","226270"
"p2200","243470"
"p400","54990"
"p620","76820"
"rtx-2060","114600"
"rtx-2060-super","166110"
"rtx-3050","125520"
"rtx-3060","132100"
"rtx-3060-ti","153846"
"rtx-3070","248180"
"rtx-3070-ti","284186"
"rtx-3080","379990"
"rtx-3080-ti","514090"
"rtx-3090","730590"
"rtx-4000","451595"
"rtx-4070-ti","397510"
"rtx-4080","549880"
"rtx-4090","789990"
"rtx-5000","691600"
"rx-550","35200"
"rx-560","64180"
"rx-580","73584"
"rx-6400","60420"
"rx-6500-xt","72100"
"rx-6600","116367"
"rx-6600-xt","139476"
"rx-6650-xt","143550"
"rx-6700","153440"
"rx-6700-xt","180800"
"rx-6750-xt","199665"
"rx-6800","287870"
"rx-6800-xt","330161"
"rx-6900-xt","381490"
"rx-6950-xt","332562"
"rx-7900-xt","422340"
"rx-7900-xtx","584990"
"wx-2100","66020"
"wx-3100","92222"
"wx-3200","97663"
"wx-5100","142488"
"wx-8200","338190"
