"Name","Value"
"210","16090"
"gt-1030","39590"
"gt-710","23870"
"gt-730","27780"
"gtx-1050-ti","58890"
"gtx-1060","193750"
"gtx-1650","80900"
"gtx-1650-super","127370"
"gtx-1660","130581"
"gtx-1660-super","135190"
"gtx-1660-ti","144100"
"p1000","132947"
"p2000","204270"
"p2200","282000"
"p400","41308"
"p620","73480"
"rtx-2060","159420"
"rtx-2060-super","254730"
"rtx-3050","144010"
"rtx-3060","194900"
"rtx-3060-ti","249990"
"rtx-3070","272130"
"rtx-3070-ti","331400"
"rtx-3080","415740"
"rtx-3080-ti","570160"
"rtx-3090","774240"
"rtx-4000","390060"
"rtx-5000","740720"
"rtx-6000","2032900"
"rtx-8000","3038051"
"rx-550","47990"
"rx-560","68390"
"rx-580","191600"
"rx-6500-xt","88980"
"rx-6600","154520"
"rx-6600-xt","194510"
"rx-6700-xt","287880"
"rx-6800","418780"
"rx-6800-xt","426020"
"rx-6900-xt","498480"
"wx-2100","69260"
"wx-3100","91900"
"wx-3200","96630"
