"Name","Value"
"210","21490"
"a380","65400"
"a750","116460"
"a770","135660"
"gt-1030","31870"
"gt-710","19882"
"gt-730","23999"
"gtx-1050-ti","71806"
"gtx-1060","99900"
"gtx-1630","55400"
"gtx-1650","67390"
"gtx-1650-super","106630"
"gtx-1660","99919"
"gtx-1660-super","94900"
"gtx-1660-ti","94670"
"p1000","165621"
"p2000","243755"
"p2200","238090"
"p400","53767"
"r7-240","27960"
"rtx-2060","114990"
"rtx-2060-super","166940"
"rtx-3050","116900"
"rtx-3060","134790"
"rtx-3060-ti","175799"
"rtx-3070","221863"
"rtx-3070-ti","264390"
"rtx-3080","336990"
"rtx-3080-ti","585090"
"rtx-3090","849990"
"rtx-4000","441720"
"rtx-4070-ti","369799"
"rtx-4080","538479"
"rtx-4090","718329"
"rtx-5000","699770"
"rtx-6000","2124467"
"rtx-a2000","201432"
"rtx-a4000","439630"
"rtx-a4500","661020"
"rtx-a5000","1137140"
"rtx-a5500","1982220"
"rtx-a6000","2431900"
"rx-550","34500"
"rx-560","55130"
"rx-570","145990"
"rx-580","164990"
"rx-6400","57800"
"rx-6500-xt","67890"
"rx-6600","112430"
"rx-6600-xt","132350"
"rx-6650-xt","131990"
"rx-6700","136820"
"rx-6700-xt","172890"
"rx-6750-xt","181890"
"rx-6800","217700"
"rx-6800-xt","269900"
"rx-6900-xt","336901"
"rx-6950-xt","369040"
"rx-7900-xt","377176"
"rx-7900-xtx","460580"
"wx-2100","78900"
"wx-3100","94336"
"wx-3200","82540"
"wx-5100","134330"
"wx-8200","343290"
