"Name","Value"
"210","25230"
"a380","64620"
"a750","121890"
"a770","165190"
"gt-1030","34704"
"gt-710","20380"
"gt-730","27170"
"gtx-1050-ti","74285"
"gtx-1060","148980"
"gtx-1630","60400"
"gtx-1650","69600"
"gtx-1660","108321"
"gtx-1660-super","104630"
"gtx-1660-ti","114540"
"p1000","160211"
"p2000","226260"
"p2200","238490"
"p400","54990"
"rtx-2060","114620"
"rtx-2060-super","164030"
"rtx-3050","119680"
"rtx-3060","126790"
"rtx-3060-ti","176190"
"rtx-3070","235750"
"rtx-3070-ti","260130"
"rtx-3080","356670"
"rtx-3080-ti","514090"
"rtx-3090","799970"
"rtx-4000","418141"
"rtx-4070-ti","365700"
"rtx-4080","527140"
"rtx-4090","813690"
"rtx-5000","693290"
"rtx-a2000","190080"
"rtx-a4000","435650"
"rtx-a4500","645270"
"rtx-a5000","1065710"
"rtx-a5500","2094688"
"rtx-a6000","2472900"
"rx-550","35220"
"rx-560","61690"
"rx-580","71589"
"rx-6400","61400"
"rx-6500-xt","68920"
"rx-6600","112990"
"rx-6600-xt","145900"
"rx-6650-xt","139690"
"rx-6700","149440"
"rx-6700-xt","177100"
"rx-6750-xt","192590"
"rx-6800","234489"
"rx-6800-xt","287537"
"rx-6900-xt","351090"
"rx-6950-xt","374990"
"rx-7900-xt","412300"
"rx-7900-xtx","502130"
"wx-2100","65190"
"wx-3100","93218"
"wx-3200","91501"
"wx-5100","143996"
"wx-8200","328690"
