"Name","Value"
"210","20970"
"a310","41320"
"a380","50720"
"a580","78930"
"a750","87390"
"a770","99560"
"gt-1030","27730"
"gt-210","14410"
"gt-610","7651"
"gt-710","15300"
"gt-730","22700"
"gtx-1050","42451"
"gtx-1050-ti","62630"
"gtx-1630","59198"
"gtx-1650","57680"
"gtx-1660","90000"
"gtx-1660-super","123900"
"gtx-1660-ti","100851"
"p1000","115690"
"p2200","206080"
"p400","92659"
"r7-240","31100"
"rtx-2000","301870"
"rtx-2060","125995"
"rtx-3050","73990"
"rtx-3060","106990"
"rtx-3060-ti","152290"
"rtx-3070","207510"
"rtx-3070-ti","200700"
"rtx-3090","450000"
"rtx-4000","299999"
"rtx-4060","113490"
"rtx-4060-ti","153990"
"rtx-4070","229980"
"rtx-4070-super","231490"
"rtx-4070-ti","307238"
"rtx-4070-ti-super","346060"
"rtx-4080","409290"
"rtx-4080-super","441010"
"rtx-4090","769990"
"rtx-4500","1208000"
"rtx-5000","699620"
"rtx-6000","2017330"
"rtx-8000","2848583"
"rtx-a1000","176500"
"rtx-a2000","230869"
"rtx-a4000","435070"
"rtx-a4500","898190"
"rtx-a5000","1066990"
"rtx-a6000","2091990"
"rx-550","30180"
"rx-5500-xt","89320"
"rx-560","50040"
"rx-570","82670"
"rx-580","50390"
"rx-6400","48360"
"rx-6500-xt","61810"
"rx-6600","83200"
"rx-6600-xt","159990"
"rx-6650-xt","101180"
"rx-6700-xt","157490"
"rx-6750-xt","134490"
"rx-6800","155990"
"rx-6800-xt","194699"
"rx-6950-xt","268840"
"rx-7600","111600"
"rx-7600-xt","136590"
"rx-7700-xt","170270"
"rx-7800-xt","187689"
"rx-7900-gre","242890"
"rx-7900-xt","302700"
"rx-7900-xtx","399000"
"t1000","131660"
"t400","61740"
"t600","296428"
"w5500","147990"
"w5700","104508"
"w6400","77990"
"w6600","347400"
"w7500","154990"
"w7600","227990"
"w7700","391990"
"w7800","869300"
"w7900","1372120"
"wx-3100","106097"
"wx-3200","48450"
"wx-5100","158681"
"wx-7100","376188"
