"Name","Value"
"210","25230"
"a380","66190"
"a750","119890"
"a770","159600"
"gt-1030","32700"
"gt-710","20893"
"gt-730","26950"
"gtx-1050-ti","72901"
"gtx-1060","99900"
"gtx-1630","56590"
"gtx-1650","66530"
"gtx-1650-super","108360"
"gtx-1660","99919"
"gtx-1660-super","96010"
"gtx-1660-ti","99990"
"p1000","163740"
"p2000","246600"
"p2200","230060"
"p400","54990"
"r7-240","27930"
"rtx-2060","117940"
"rtx-2060-super","164990"
"rtx-3050","121590"
"rtx-3060","132360"
"rtx-3060-ti","168900"
"rtx-3070","225570"
"rtx-3070-ti","268900"
"rtx-3080","331268"
"rtx-3080-ti","787890"
"rtx-3090","648990"
"rtx-3090-ti","698790"
"rtx-4000","448901"
"rtx-4070-ti","369900"
"rtx-4080","549990"
"rtx-4090","749900"
"rtx-5000","680190"
"rtx-6000",
"rtx-a2000","204760"
"rtx-a4000","435611"
"rtx-a4500","662901"
"rtx-a5000","1049900"
"rtx-a5500","2033854"
"rtx-a6000","2460901"
"rx-550","34120"
"rx-560","54990"
"rx-570","145690"
"rx-580","164590"
"rx-6400","57680"
"rx-6500-xt","68660"
"rx-6600","115400"
"rx-6600-xt","133900"
"rx-6650-xt","131800"
"rx-6700","139860"
"rx-6700-xt","172690"
"rx-6750-xt","188900"
"rx-6800","253290"
"rx-6800-xt","269900"
"rx-6900-xt","394990"
"rx-6950-xt","319990"
"rx-7900-xt","401300"
"rx-7900-xtx","484590"
"wx-2100","65175"
"wx-3100","94212"
"wx-3200","82438"
"wx-5100","134150"
"wx-8200","347090"
