"Name","Value"
"210","18320"
"a380","60190"
"a750","101890"
"a770","123980"
"gt-1030","29990"
"gt-710","18960"
"gt-730","23610"
"gtx-1050-ti","73208"
"gtx-1060","99900"
"gtx-1630","59190"
"gtx-1650","57590"
"gtx-1660","96000"
"gtx-1660-super","75690"
"gtx-1660-ti","113900"
"p1000","161660"
"p2000","239900"
"p2200","232640"
"p400","50900"
"p620","86158"
"r7-240","29859"
"rtx-2060","122990"
"rtx-2060-super","528893"
"rtx-3050","88890"
"rtx-3060","105290"
"rtx-3060-ti","132990"
"rtx-3070","179900"
"rtx-3070-ti","212520"
"rtx-3080","303530"
"rtx-3080-ti","514678"
"rtx-3090","581885"
"rtx-4000","501001"
"rtx-4060-ti","169490"
"rtx-4070","253390"
"rtx-4070-ti","337290"
"rtx-4080","493390"
"rtx-4090","643690"
"rtx-5000","808700"
"rtx-6000","1219908"
"rtx-8000","3679773"
"rtx-a2000","185557"
"rtx-a4000","394690"
"rtx-a4500","564068"
"rtx-a5000","970490"
"rtx-a5500","1361727"
"rtx-a6000","2302900"
"rx-550","32374"
"rx-560","47250"
"rx-570","66990"
"rx-580","65790"
"rx-6400","51690"
"rx-6500-xt","63990"
"rx-6600","79900"
"rx-6600-xt","135900"
"rx-6650-xt","103990"
"rx-6700","141900"
"rx-6700-xt","142992"
"rx-6750-xt","167950"
"rx-6800","199989"
"rx-6800-xt","239960"
"rx-6900-xt","279990"
"rx-6950-xt","249990"
"rx-7600","114170"
"rx-7900-xt","308990"
"rx-7900-xtx","392880"
"wx-2100","76568"
"wx-3100","96750"
"wx-3200","75190"
"wx-4100","233610"
"wx-5100","132218"
"wx-7100","339000"
