"Name","Value"
"210","19580"
"gt-1030","38930"
"gt-710","20999"
"gt-730","28090"
"gtx-1050-ti","110134"
"gtx-1060","169490"
"gtx-1650","131995"
"gtx-1650-super","199995"
"gtx-1660","217210"
"gtx-1660-super","249900"
"gtx-1660-ti","239900"
"p1000","131055"
"p2000","222630"
"p2200","188599"
"p400","46510"
"p620","67840"
"rtx-2060","265790"
"rtx-2060-super","440042"
"rtx-3060","341220"
"rtx-3060-ti","395260"
"rtx-3070","353100"
"rtx-3070-ti","569900"
"rtx-3080","582090"
"rtx-3080-ti","899990"
"rtx-3090","1351035"
"rtx-4000","390200"
"rtx-5000","771050"
"rtx-6000","1539350"
"rx-550","76995"
"rx-560","96500"
"rx-580","324640"
"rx-6600","269850"
"rx-6600-xt",
"rx-6700-xt","466080"
"rx-6800","683030"
"rx-6800-xt","681750"
"rx-6900-xt","631180"
"wx-2100","129393"
"wx-7100","516604"
