"Name","Value"
"210","15087"
"a380","57990"
"a750","97290"
"a770","116990"
"gt-1030","30420"
"gt-710","16660"
"gt-730","20580"
"gtx-1050-ti","65620"
"gtx-1060","75735"
"gtx-1630","48900"
"gtx-1650","59780"
"gtx-1660","97990"
"gtx-1660-super","92175"
"gtx-1660-ti","105183"
"p1000","130014"
"p2000","236390"
"p2200","220920"
"p400","44990"
"r7-240","30860"
"rtx-2060","96173"
"rtx-2060-super","213670"
"rtx-3050","90990"
"rtx-3060","113990"
"rtx-3060-ti","144565"
"rtx-3070","169999"
"rtx-3070-ti","211300"
"rtx-3080","264140"
"rtx-3080-ti","569900"
"rtx-3090","559000"
"rtx-4000","562216"
"rtx-4060","124530"
"rtx-4060-ti","164390"
"rtx-4070","251490"
"rtx-4070-ti","330610"
"rtx-4080","481631"
"rtx-4090","675831"
"rtx-5000","837610"
"rtx-a2000","206300"
"rtx-a4000","207391"
"rtx-a4500","484540"
"rtx-a5000","923330"
"rtx-a6000","2068380"
"rx-550","31330"
"rx-560","35170"
"rx-580","149990"
"rx-6400","56420"
"rx-6500-xt","68390"
"rx-6600","83890"
"rx-6600-xt","156023"
"rx-6650-xt","97427"
"rx-6700","124090"
"rx-6700-xt","140600"
"rx-6750-xt","157310"
"rx-6800","209390"
"rx-6800-xt","232655"
"rx-6900-xt","305801"
"rx-6950-xt","314940"
"rx-7600","111760"
"rx-7900-xt","341540"
"rx-7900-xtx","409990"
"w7800","1103590"
"w7900","1765990"
"wx-3100","110900"
"wx-3200","74150"
"wx-5100","107771"
"wx-7100","357000"
"wx-8200","436990"
