"Name","Value"
"210","20980"
"a380","55930"
"a750","108319"
"a770","125370"
"gt-1030","31980"
"gt-710","17500"
"gt-730","24810"
"gtx-1050-ti","70740"
"gtx-1060","99900"
"gtx-1630","55000"
"gtx-1650","64730"
"gtx-1660","100178"
"gtx-1660-super","93950"
"gtx-1660-ti","110900"
"p1000","156280"
"p2000","226300"
"p2200","232230"
"p400","52370"
"r7-240","19540"
"rtx-2060","115719"
"rtx-3050","105630"
"rtx-3060","128210"
"rtx-3060-ti","155990"
"rtx-3070","194990"
"rtx-3070-ti","227480"
"rtx-3080","303130"
"rtx-3080-ti","514678"
"rtx-3090","789990"
"rtx-4000","425369"
"rtx-4070","233460"
"rtx-4070-ti","346980"
"rtx-4080","493039"
"rtx-4090","668240"
"rtx-5000","1004550"
"rtx-6000","1951718"
"rtx-a2000","198576"
"rtx-a4000","403390"
"rtx-a4500","601318"
"rtx-a5000","1104740"
"rtx-a5500","1510023"
"rtx-a6000","2356100"
"rx-550","32960"
"rx-560","51160"
"rx-570","66990"
"rx-580","73490"
"rx-6400","54960"
"rx-6500-xt","63930"
"rx-6600","93623"
"rx-6600-xt","124990"
"rx-6650-xt","115290"
"rx-6700","138990"
"rx-6700-xt","150890"
"rx-6750-xt","170890"
"rx-6800","204440"
"rx-6800-xt","232584"
"rx-6900-xt","329990"
"rx-6950-xt","254990"
"rx-7900-xt","333590"
"rx-7900-xtx","431999"
"wx-3100","106900"
"wx-3200","77120"
"wx-5100","131060"
"wx-8200","261890"
