"Name","Value"
"210","21090"
"gt-1030","29990"
"gt-710","20999"
"gt-730","25160"
"gtx-1050-ti","84990"
"gtx-1060","193750"
"gtx-1650","99900"
"gtx-1650-super","164990"
"gtx-1660","178900"
"gtx-1660-super","166934"
"gtx-1660-ti","194900"
"p1000","132220"
"p2000","200200"
"p2200","187980"
"p400","42990"
"p620","64820"
"r7-240","53310"
"rtx-2060","214990"
"rtx-2080-super","386843"
"rtx-3060","239900"
"rtx-3060-ti","299900"
"rtx-3070","414969"
"rtx-3070-ti","428600"
"rtx-3080","480005"
"rtx-3080-ti","748500"
"rtx-3090","1027800"
"rtx-4000","364140"
"rtx-5000","715300"
"rtx-6000","1699000"
"rtx-8000","2797664"
"rx-550","55880"
"rx-560","92990"
"rx-6600","215400"
"rx-6600-xt","244990"
"rx-6700-xt","364900"
"rx-6800","489900"
"rx-6800-xt","489990"
"rx-6900-xt","576837"
"wx-2100","126023"
