"Name","Value"
"210","20980"
"a380","65400"
"a750","119750"
"a770","136920"
"gt-1030","31600"
"gt-710","18600"
"gt-730","25820"
"gtx-1050-ti","68900"
"gtx-1060","99900"
"gtx-1630","53890"
"gtx-1650","67590"
"gtx-1650-super","106613"
"gtx-1660","99919"
"gtx-1660-super","95030"
"gtx-1660-ti","98990"
"p1000","163280"
"p2000","226300"
"p2200","238490"
"p400","54350"
"r7-240","28160"
"rtx-2060","113840"
"rtx-2060-super","161990"
"rtx-3050","114390"
"rtx-3060","125830"
"rtx-3060-ti","173240"
"rtx-3070","220030"
"rtx-3070-ti","239410"
"rtx-3080","334710"
"rtx-3080-ti","799990"
"rtx-3090","849990"
"rtx-4000","438470"
"rtx-4070-ti","371500"
"rtx-4080","535740"
"rtx-4090","718930"
"rtx-5000","697675"
"rtx-6000","2131290"
"rtx-a2000","199944"
"rtx-a4000","436580"
"rtx-a4500","651900"
"rtx-a5000","1143350"
"rtx-a5500","1986950"
"rtx-a6000","2391740"
"rx-550","34690"
"rx-560","54580"
"rx-570","145990"
"rx-580","164990"
"rx-6400","57800"
"rx-6500-xt","67890"
"rx-6600","103389"
"rx-6600-xt","132740"
"rx-6650-xt","128690"
"rx-6700","136820"
"rx-6700-xt","172890"
"rx-6750-xt","181890"
"rx-6800","217700"
"rx-6800-xt","269900"
"rx-6900-xt","349900"
"rx-6950-xt","368899"
"rx-7900-xt","372230"
"rx-7900-xtx","460580"
"wx-2100","77901"
"wx-3100","92403"
"wx-3200","80849"
"wx-5100","131567"
"wx-8200","346580"
