"Name","Value"
"210","14917"
"a380","49890"
"a750","96390"
"a770","116290"
"gt-1030","30510"
"gt-710","16160"
"gt-730","20360"
"gtx-1050-ti","58270"
"gtx-1060","79900"
"gtx-1630","50680"
"gtx-1650","59190"
"gtx-1660","92990"
"gtx-1660-super","90170"
"gtx-1660-ti","105400"
"p1000","131060"
"p2000","236390"
"p2200","206960"
"p400","44060"
"r7-240","30900"
"rtx-2060","103450"
"rtx-2060-super","210985"
"rtx-3050","89650"
"rtx-3060","111840"
"rtx-3060-ti","132890"
"rtx-3070","169999"
"rtx-3070-ti","206960"
"rtx-3080","305108"
"rtx-3080-ti","579900"
"rtx-3090","559000"
"rtx-4000","633310"
"rtx-4060","123340"
"rtx-4060-ti","162790"
"rtx-4070","246690"
"rtx-4070-ti","330610"
"rtx-4080","472140"
"rtx-4090","653300"
"rtx-a2000","204990"
"rtx-a4000","196215"
"rtx-a4500","475590"
"rtx-a5000","904410"
"rtx-a6000","2030840"
"rx-550","31140"
"rx-560","34450"
"rx-570","63890"
"rx-580","149990"
"rx-6400","56140"
"rx-6500-xt","68700"
"rx-6600","81990"
"rx-6600-xt","156880"
"rx-6650-xt","98971"
"rx-6700","121660"
"rx-6700-xt","137990"
"rx-6750-xt","149990"
"rx-6800","211700"
"rx-6800-xt","225890"
"rx-6900-xt","314999"
"rx-6950-xt","270790"
"rx-7600","110350"
"rx-7900-xt","336100"
"rx-7900-xtx","405890"
"w7800","101000"
"w7900","161000"
"wx-3100","109899"
"wx-3200","10000"
"wx-5100","75000"
"wx-7100","357000"
"wx-8200","436990"
