"Name","Value"
"gt-1030","34950"
"gt-710","15123"
"gt-730","22650"
"gtx-1050-ti","104900"
"gtx-1650","109900"
"gtx-1650-super","161780"
"gtx-1660","189995"
"gtx-1660-super","248990"
"gtx-1660-ti","224800"
"p1000","129940"
"p2000","170760"
"p2200","179798"
"p400","41830"
"p4000","325950"
"p620","63000"
"r7-240","32690"
"rtx-2060","265995"
"rtx-2060-super","386613"
"rtx-3060","375500"
"rtx-3070","589995"
"rtx-3080","899990"
"rtx-3090","1284999"
"rtx-4000","376790"
"rtx-5000","732590"
"rtx-6000","1559740"
"rtx-8000","2493680"
"rx-550","55330"
"rx-5500-xt","260920"
"rx-580","242650"
"rx-6700-xt","419990"
"rx-6800","579990"
"rx-6800-xt","599990"
"rx-6900-xt","662291"
"wx-2100","62190"
"wx-3100","126773"
"wx-3200","2801170"
