"Name","Value"
"210","20580"
"a380","73760"
"a750","122270"
"a770","163140"
"gt-1030","34892"
"gt-710","19020"
"gt-730","27170"
"gtx-1050-ti","74500"
"gtx-1060","99900"
"gtx-1630","60400"
"gtx-1650","69020"
"gtx-1660","105982"
"gtx-1660-super","104930"
"gtx-1660-ti","113300"
"p1000","157944"
"p2000","226280"
"p2200","228990"
"p400","54990"
"r7-240","28760"
"rtx-2060","119700"
"rtx-2060-super","164430"
"rtx-3050","119440"
"rtx-3060","127310"
"rtx-3060-ti","175900"
"rtx-3070","227910"
"rtx-3070-ti","261200"
"rtx-3080","343590"
"rtx-3080-ti","524510"
"rtx-3090","838060"
"rtx-3090-ti",
"rtx-4000","436881"
"rtx-4070-ti","362230"
"rtx-4080","533900"
"rtx-4090","779990"
"rtx-5000","693290"
"rtx-a2000","210071"
"rtx-a4000","436580"
"rtx-a4500","674978"
"rtx-a5000","1040390"
"rtx-a5500","2096742"
"rtx-a6000","2475890"
"rx-550","34820"
"rx-560","61050"
"rx-580","71986"
"rx-6400","55800"
"rx-6500-xt","69990"
"rx-6600","111990"
"rx-6600-xt","145900"
"rx-6650-xt","132990"
"rx-6700","149480"
"rx-6700-xt","170790"
"rx-6750-xt","192050"
"rx-6800","249900"
"rx-6800-xt","284990"
"rx-6900-xt","353590"
"rx-6950-xt","354990"
"rx-7900-xt","405890"
"rx-7900-xtx","490490"
"wx-2100","65360"
"wx-3100","94173"
"wx-3200","91473"
"wx-5100","145824"
"wx-8200","331090"
