"Name","Value"
"210","12060"
"gt-1030","26020"
"gt-710","12000"
"gt-730","20080"
"gtx-1050-ti","54610"
"gtx-1060","174701"
"gtx-1650","63995"
"gtx-1650-super","109900"
"gtx-1660","123900"
"gtx-1660-super","144900"
"p1000","121000"
"p2000","173160"
"p2200","168270"
"p4000","274900"
"p620","64699"
"r7-240","27830"
"rtx-2060","114080"
"rtx-2080-ti","499990"
"rtx-3060-ti","374990"
"rtx-3070","339990"
"rtx-3080","539990"
"rtx-3090","769990"
"rtx-4000","354070"
"rtx-5000","786520"
"rtx-6000","2045634"
"rx-550","28090"
"rx-5500-xt","74460"
"rx-5600-xt","146500"
"rx-570","99900"
"rx-5700","245450"
"rx-580","159995"
"rx-6800","389900"
"wx-2100","52490"
"wx-3100","79190"
"wx-3200","67090"
"wx-4100","106990"
"wx-5100","145890"
"wx-7100","282365"
"wx-8200","403680"
