"Name","Value"
"gt-1030","29990"
"gt-710","15730"
"gt-730","21710"
"gtx-1050","49990"
"gtx-1050-ti","69000"
"gtx-1650","95900"
"gtx-1650-super","175000"
"gtx-1660","134900"
"gtx-1660-super","154490"
"gtx-1660-ti","149710"
"p1000","129900"
"p2000","188690"
"p2200","168000"
"p400","43480"
"p4000","352920"
"p620","73810"
"r7-240","32620"
"rtx-2060","174430"
"rtx-2060-super","214900"
"rtx-2080-super","299990"
"rtx-3060","233900"
"rtx-3060-ti","266982"
"rtx-3070","349990"
"rtx-3070-ti","374900"
"rtx-3080","489900"
"rtx-3080-ti","578900"
"rtx-3090","796976"
"rtx-5000","734110"
"rtx-6000","1595160"
"rtx-8000","2565570"
"rx-550","49100"
"rx-5500-xt","239020"
"rx-560","74760"
"rx-5600-xt","321040"
"rx-570","169290"
"rx-5700-xt","401030"
"rx-580","180460"
"rx-6700-xt","295810"
"rx-6800","388320"
"rx-6800-xt","442020"
"rx-6900-xt","540200"
"wx-2100","63790"
"wx-3100","146900"
"wx-8200","478380"
