"Name","Value"
"210","19220"
"gt-1030","41905"
"gt-710","22700"
"gt-730","28147"
"gtx-1050-ti","75809"
"gtx-1060","193750"
"gtx-1630","67910"
"gtx-1650","80960"
"gtx-1650-super","97524"
"gtx-1660","112905"
"gtx-1660-super","124307"
"gtx-1660-ti","127995"
"p1000","144820"
"p2000","217790"
"p2200","246899"
"p400","44900"
"p620","73900"
"r7-240","46786"
"rtx-2060","140860"
"rtx-2060-super","184200"
"rtx-3050","135025"
"rtx-3060","173930"
"rtx-3060-ti","219989"
"rtx-3070","251690"
"rtx-3070-ti","276090"
"rtx-3080","369940"
"rtx-3080-ti","439890"
"rtx-3090","497500"
"rtx-3090-ti","604020"
"rtx-4000","417165"
"rtx-5000","759714"
"rtx-8000","3332752"
"rx-550","53818"
"rx-560","66990"
"rx-580","97239"
"rx-6400","73410"
"rx-6500-xt","84890"
"rx-6600","142900"
"rx-6600-xt","167760"
"rx-6650-xt","179520"
"rx-6700-xt","186900"
"rx-6750-xt","249900"
"rx-6800","275000"
"rx-6800-xt","331710"
"rx-6900-xt","382500"
"rx-6950-xt","552590"
"wx-2100","70790"
"wx-3100","101290"
"wx-3200","80009"
"wx-5100","228260"
"wx-8200","463000"
