"Name","Value"
"210","21590"
"a380","58500"
"a750","98250"
"a770","115990"
"gt-1030","31230"
"gt-710","17500"
"gt-730","20920"
"gtx-1050-ti","67040"
"gtx-1630","50960"
"gtx-1650","61899"
"gtx-1660","96000"
"gtx-1660-super","94046"
"gtx-1660-ti","113772"
"p1000","129250"
"p2000","236390"
"p400","48600"
"r7-240","30815"
"rtx-2060","114429"
"rtx-2060-super","214220"
"rtx-3050","92950"
"rtx-3060","113703"
"rtx-3060-ti","144890"
"rtx-3070","169999"
"rtx-3070-ti","219530"
"rtx-3080","277510"
"rtx-3080-ti","569900"
"rtx-3090","559000"
"rtx-4000","688940"
"rtx-4060","122940"
"rtx-4060-ti","163930"
"rtx-4070","254990"
"rtx-4070-ti","330610"
"rtx-4080","489990"
"rtx-4090","673980"
"rtx-a2000","195405"
"rtx-a4000","199263"
"rtx-a4500","508750"
"rtx-a5000","1025780"
"rtx-a6000","2278880"
"rx-550","31337"
"rx-560","40900"
"rx-580","124900"
"rx-6400","59479"
"rx-6500-xt","68520"
"rx-6600","82530"
"rx-6600-xt","156023"
"rx-6650-xt","97450"
"rx-6700","122590"
"rx-6700-xt","137160"
"rx-6750-xt","153507"
"rx-6800","205490"
"rx-6800-xt","224990"
"rx-6900-xt","304419"
"rx-6950-xt","296160"
"rx-7600","111760"
"rx-7700-xt","204780"
"rx-7800-xt","233490"
"rx-7900-xt","341930"
"rx-7900-xtx","435230"
"w7800","1109290"
"w7900","1841958"
"wx-3100","109899"
"wx-3200","74240"
"wx-5100","108660"
