"Name","Value"
"210","21270"
"a380","64120"
"a750","112830"
"a770","131440"
"gt-1030","29920"
"gt-710","19490"
"gt-730","25870"
"gtx-1050-ti","73990"
"gtx-1060","99900"
"gtx-1630","55030"
"gtx-1650","64200"
"gtx-1650-super","111900"
"gtx-1660","98604"
"gtx-1660-super","89484"
"gtx-1660-ti","96012"
"p1000","161188"
"p2000","221900"
"p2200","237500"
"p400","54350"
"r7-240","24090"
"rtx-2060","113990"
"rtx-3050","109890"
"rtx-3060","120870"
"rtx-3060-ti","165330"
"rtx-3070","217790"
"rtx-3070-ti","230050"
"rtx-3080","311050"
"rtx-3080-ti","514678"
"rtx-3090","600901"
"rtx-4000","430749"
"rtx-4070-ti","362790"
"rtx-4080","508850"
"rtx-4090","692990"
"rtx-5000","696370"
"rtx-6000","2021969"
"rtx-a2000","205707"
"rtx-a4000","436580"
"rtx-a4500","671120"
"rtx-a5000","1125720"
"rtx-a5500","1516500"
"rtx-a6000","2404610"
"rx-550","33880"
"rx-560","51830"
"rx-570","145370"
"rx-580","164990"
"rx-6400","56710"
"rx-6500-xt","66548"
"rx-6600","104930"
"rx-6600-xt","128033"
"rx-6650-xt","124890"
"rx-6700","139505"
"rx-6700-xt","166000"
"rx-6750-xt","178090"
"rx-6800","214954"
"rx-6800-xt","269890"
"rx-6900-xt","336901"
"rx-6950-xt","312630"
"rx-7900-xt","364590"
"rx-7900-xtx","450000"
"wx-3100","91197"
"wx-3200","79795"
"wx-5100","129852"
"wx-8200","318290"
