"Name","Value"
"gt-1030","29990"
"gt-710","16210"
"gt-730","24540"
"gtx-1050-ti","99899"
"gtx-1650","109995"
"gtx-1650-super","149995"
"gtx-1660","199901"
"gtx-1660-super","246995"
"gtx-1660-ti","224990"
"p1000","129900"
"p2200","182524"
"p400","45910"
"p4000","461500"
"p620","69340"
"rtx-2060","244990"
"rtx-3060","290590"
"rtx-3060-ti","319990"
"rtx-3070","349628"
"rtx-3070-ti","439990"
"rtx-3080","549999"
"rtx-3080-ti","689590"
"rtx-3090","1129990"
"rtx-4000","378891"
"rtx-5000","693680"
"rtx-8000","2538850"
"rx-550","64920"
"rx-5500-xt","214300"
"rx-560","99900"
"rx-580","219990"
"rx-6600-xt","264990"
"rx-6700-xt","399000"
"rx-6800","559890"
"rx-6800-xt","599990"
"rx-6900-xt","584448"
"wx-2100","126898"
"wx-3100","72290"
"wx-7100","497230"
"wx-8200","489360"
