"Name","Value"
"210","23270"
"gt-1030","31900"
"gt-710","26990"
"gt-730","27390"
"gtx-1050-ti","72940"
"gtx-1060","193750"
"gtx-1650","84900"
"gtx-1650-super","159990"
"gtx-1660","137510"
"gtx-1660-super","90190"
"gtx-1660-ti","148490"
"p1000","132120"
"p2000","197197"
"p2200","238500"
"p400","52060"
"p620","70870"
"r7-240","47890"
"rtx-2060","167390"
"rtx-2060-super","254730"
"rtx-3050","154750"
"rtx-3060","202090"
"rtx-3060-ti","262606"
"rtx-3070","310040"
"rtx-3070-ti","346371"
"rtx-3080","433388"
"rtx-3080-ti","583920"
"rtx-3090","908754"
"rtx-4000","364490"
"rtx-5000","750849"
"rtx-6000","1554838"
"rtx-8000","2509523"
"rx-550","47990"
"rx-560","74970"
"rx-6500-xt","98670"
"rx-6600","176450"
"rx-6600-xt","204890"
"rx-6700-xt","294750"
"rx-6800","444900"
"rx-6800-xt","459900"
"rx-6900-xt","539100"
"wx-2100","72300"
"wx-3100","93700"
