"Name","Value"
"210","15560"
"a380","50457"
"a580","71680"
"a750","88360"
"a770","132990"
"gt-1030","27060"
"gt-710","15500"
"gt-730","19030"
"gtx-1630","67900"
"gtx-1650","56326"
"gtx-1660","110180"
"gtx-1660-super","105429"
"gtx-1660-ti","104330"
"p1000","115170"
"p2000","229791"
"p2200","290059"
"p400","66090"
"r7-240","29750"
"rtx-2060","129995"
"rtx-2060-super","232800"
"rtx-3050","69990"
"rtx-3060","109990"
"rtx-3060-ti","153696"
"rtx-3070","193300"
"rtx-3070-ti","230090"
"rtx-3080","319354"
"rtx-3080-ti","345100"
"rtx-3090","959000"
"rtx-4000","464006"
"rtx-4060","120490"
"rtx-4060-ti","152990"
"rtx-4070","226890"
"rtx-4070-super","255790"
"rtx-4070-ti","317490"
"rtx-4070-ti-super","349110"
"rtx-4080","421290"
"rtx-4080-super","436290"
"rtx-4090","765533"
"rtx-4500","1138230"
"rtx-5000","946272"
"rtx-6000","1295287"
"rtx-8000","3691630"
"rtx-a2000","222246"
"rtx-a4000","423585"
"rtx-a4500","871491"
"rtx-a5000","1081597"
"rtx-a6000","2312180"
"rx-550","30990"
"rx-5500-xt","88907"
"rx-560","44357"
"rx-570","237530"
"rx-5700","146841"
"rx-580","54100"
"rx-6400","51260"
"rx-6500-xt","59999"
"rx-6600","81790"
"rx-6600-xt","149995"
"rx-6650-xt","198850"
"rx-6700","126990"
"rx-6700-xt","154990"
"rx-6750-xt","149890"
"rx-6800","163990"
"rx-6800-xt","224989"
"rx-6900-xt","253990"
"rx-7600","109990"
"rx-7600-xt","146460"
"rx-7700-xt","182590"
"rx-7800-xt","219900"
"rx-7900","241940"
"rx-7900-gre","237860"
"rx-7900-xt","323500"
"rx-7900-xtx","415990"
"w7600","267020"
"w7800","1128490"
"w7900","1806390"
"wx-2100","90477"
"wx-3100","110508"
"wx-3200","68372"
"wx-5100","126280"
"wx-7100","380672"
"wx-8200","333330"
