"Name","Value"
"210","19850"
"gt-1030","33600"
"gt-710","21450"
"gt-730","28910"
"gtx-1050-ti","70450"
"gtx-1060","154250"
"gtx-1630","71490"
"gtx-1650","75200"
"gtx-1650-super","120900"
"gtx-1660","114790"
"gtx-1660-super","114990"
"gtx-1660-ti","122660"
"p1000","167990"
"p2000","226260"
"p2200","231350"
"p400","54990"
"p620","93200"
"r7-240","46786"
"rtx-2060","126880"
"rtx-2060-super","142450"
"rtx-3050","112790"
"rtx-3060","148790"
"rtx-3060-ti","157490"
"rtx-3070","249860"
"rtx-3070-ti","269090"
"rtx-3080","326230"
"rtx-3080-ti","444499"
"rtx-3090","485799"
"rtx-3090-ti","441190"
"rtx-4000","453500"
"rtx-4090","888490"
"rtx-5000","704650"
"rx-550","46270"
"rx-560","67843"
"rx-580","76533"
"rx-6400","73636"
"rx-6500-xt","86330"
"rx-6600","121260"
"rx-6600-xt","151000"
"rx-6650-xt","152900"
"rx-6700","174380"
"rx-6700-xt","209690"
"rx-6750-xt","227290"
"rx-6800","249900"
"rx-6800-xt","296990"
"rx-6900-xt","349990"
"rx-6950-xt","404000"
"wx-2100","73550"
"wx-3100","97890"
"wx-3200","95530"
"wx-5100","193430"
"wx-8200","381237"
