"Name","Value"
"210","23100"
"gt-1030","38890"
"gt-710","26683"
"gt-730","27900"
"gtx-1050-ti","76790"
"gtx-1060","193750"
"gtx-1650","82160"
"gtx-1650-super","159990"
"gtx-1660","137510"
"gtx-1660-super","133840"
"gtx-1660-ti","139860"
"p1000","132120"
"p2000","192930"
"p2200","238500"
"p400","52180"
"p620","72150"
"r7-240","48925"
"rtx-2060","159490"
"rtx-2060-super","252965"
"rtx-3050","154900"
"rtx-3060","194930"
"rtx-3060-ti","259658"
"rtx-3070","311510"
"rtx-3070-ti","341184"
"rtx-3080","433388"
"rtx-3080-ti","545480"
"rtx-3090","844750"
"rtx-4000","364490"
"rtx-5000","748610"
"rtx-6000","1549067"
"rtx-8000","2485964"
"rx-550","47990"
"rx-560","71500"
"rx-6500-xt","94350"
"rx-6600","164230"
"rx-6600-xt","211930"
"rx-6700-xt","274800"
"rx-6800","432054"
"rx-6800-xt","459900"
"rx-6900-xt","479440"
"wx-2100","73800"
"wx-3100","95700"
"wx-7100","399990"
