"Name","Value"
"210","19280"
"gt-1030","41918"
"gt-710","22713"
"gt-730","28160"
"gtx-1050-ti","79890"
"gtx-1060","193750"
"gtx-1630","67210"
"gtx-1650","79940"
"gtx-1650-super","159990"
"gtx-1660","113920"
"gtx-1660-super","124990"
"gtx-1660-ti","127995"
"p1000","144020"
"p2000","217790"
"p2200","244560"
"p400","43900"
"p620","72901"
"r7-240","46786"
"rtx-2060","138746"
"rtx-2060-super","181630"
"rtx-3050","134670"
"rtx-3060","171290"
"rtx-3060-ti","212250"
"rtx-3070","245240"
"rtx-3070-ti","278590"
"rtx-3080","366120"
"rtx-3080-ti","432790"
"rtx-3090","497500"
"rtx-3090-ti","597780"
"rtx-4000","429920"
"rtx-5000","759714"
"rtx-8000","3301243"
"rx-550","59900"
"rx-560","66990"
"rx-580","96319"
"rx-6400","72900"
"rx-6500-xt","84260"
"rx-6600","142396"
"rx-6600-xt","168990"
"rx-6650-xt","179400"
"rx-6700-xt","184790"
"rx-6750-xt","249900"
"rx-6800","275000"
"rx-6800-xt","330990"
"rx-6900-xt","382500"
"rx-6950-xt","502510"
"wx-2100","70390"
"wx-3100","100390"
"wx-3200","78870"
"wx-5100","226899"
"wx-8200","456000"
