"Name","Value"
"210","16010"
"gt-1030","38290"
"gt-710","30120"
"gt-730","27750"
"gtx-1050-ti","77911"
"gtx-1060","193750"
"gtx-1650","83650"
"gtx-1650-super","159990"
"gtx-1660","148190"
"gtx-1660-super","148890"
"gtx-1660-ti","162090"
"p1000","132120"
"p2000","206045"
"p2200","238500"
"p400","51990"
"p620","71410"
"r7-240","47890"
"rtx-2060","170690"
"rtx-2060-super","254730"
"rtx-3050","171115"
"rtx-3060","211690"
"rtx-3060-ti","274190"
"rtx-3070","318710"
"rtx-3070-ti","354190"
"rtx-3080","429860"
"rtx-3080-ti","582810"
"rtx-3090","879857"
"rtx-4000","355770"
"rtx-5000","757510"
"rtx-6000","1566901"
"rtx-8000","2528250"
"rx-550","47990"
"rx-560","74970"
"rx-6500-xt","101660"
"rx-6600","182260"
"rx-6600-xt","214900"
"rx-6700-xt","304545"
"rx-6800","434120"
"rx-6800-xt","461880"
"rx-6900-xt","539100"
"wx-2100","72780"
"wx-3100","93860"
