"Name","Value"
"210","21370"
"a380","65900"
"a750","116030"
"a770","135150"
"gt-1030","29940"
"gt-710","19170"
"gt-730","25870"
"gtx-1050-ti","72990"
"gtx-1060","99900"
"gtx-1630","55400"
"gtx-1650","64200"
"gtx-1650-super",
"gtx-1660","101402"
"gtx-1660-super","93810"
"gtx-1660-ti","94990"
"p1000","167422"
"p2000","224010"
"p2200","239480"
"p400","54990"
"r7-240","24240"
"rtx-2060","112990"
"rtx-3050","113360"
"rtx-3060","122930"
"rtx-3060-ti","172899"
"rtx-3070","220760"
"rtx-3070-ti","232900"
"rtx-3080","317290"
"rtx-3080-ti","514678"
"rtx-3090","606900"
"rtx-4000","430749"
"rtx-4070-ti","371490"
"rtx-4080","508850"
"rtx-4090","697940"
"rtx-5000","696370"
"rtx-6000","2122414"
"rtx-a2000","212245"
"rtx-a4000","436580"
"rtx-a4500","666270"
"rtx-a5000","1125720"
"rtx-a5500","1503710"
"rtx-a6000","2437280"
"rx-550","34550"
"rx-560","53310"
"rx-570","145370"
"rx-580","164990"
"rx-6400","56770"
"rx-6500-xt","68586"
"rx-6600","104990"
"rx-6600-xt","131891"
"rx-6650-xt","127200"
"rx-6700","142890"
"rx-6700-xt","169850"
"rx-6750-xt","178090"
"rx-6800","217700"
"rx-6800-xt","269900"
"rx-6900-xt","336901"
"rx-6950-xt","312691"
"rx-7900-xt","373220"
"rx-7900-xtx","458520"
"wx-3100","96782"
"wx-3200","84477"
"wx-5100","137813"
"wx-8200","343890"
