"Name","Value"
"210","15700"
"a310","45030"
"a380","53900"
"a580","77880"
"a750","89690"
"a770","126300"
"gt-1030","26400"
"gt-210","13260"
"gt-610","16090"
"gt-710","15910"
"gt-730","21000"
"gtx-1630","86205"
"gtx-1650","59750"
"gtx-1660","107670"
"gtx-1660-super","106560"
"gtx-1660-ti","240703"
"p1000","119990"
"p2000","225629"
"p2200","284805"
"p400","64952"
"r7-240","29620"
"rtx-2000","320730"
"rtx-2060","129995"
"rtx-2060-super","228000"
"rtx-3050","74600"
"rtx-3060","109990"
"rtx-3070","199990"
"rtx-3070-ti","228690"
"rtx-3080","313790"
"rtx-3080-ti","409990"
"rtx-3090","959000"
"rtx-4000","459881"
"rtx-4060","119940"
"rtx-4060-ti","151300"
"rtx-4070","226890"
"rtx-4070-super","246780"
"rtx-4070-ti","284990"
"rtx-4070-ti-super","346900"
"rtx-4080","413200"
"rtx-4080-super","446090"
"rtx-4090","764800"
"rtx-4500","1125210"
"rtx-5000","937899"
"rtx-6000","1290392"
"rtx-8000","2929889"
"rtx-a2000","220080"
"rtx-a4000","425698"
"rtx-a4500","805779"
"rtx-a5000","1072031"
"rtx-a5500","2271860"
"rtx-a6000","2007830"
"rx-550","30990"
"rx-5500-xt","88201"
"rx-560","48365"
"rx-570","81290"
"rx-5700",
"rx-580","64220"
"rx-6400","51800"
"rx-6500-xt","61560"
"rx-6600","81790"
"rx-6600-xt","149995"
"rx-6700","126990"
"rx-6700-xt","154990"
"rx-6750-xt","153990"
"rx-6800","160990"
"rx-6800-xt","224989"
"rx-6900-xt","254999"
"rx-7600","107990"
"rx-7600-xt","147140"
"rx-7700-xt","182050"
"rx-7800-xt","204990"
"rx-7900","237990"
"rx-7900-gre","251390"
"rx-7900-xt","311820"
"rx-7900-xtx","404400"
"t1000","134990"
"t400","52901"
"t600","127218"
"w5500","152900"
"w5700","105138"
"w6400","94990"
"w6600","116431"
"w6800","600420"
"w7500","197900"
"w7600","273980"
"w7800","1126151"
"w7900","1870590"
"wx-2100","88491"
"wx-3100","114117"
"wx-3200","66799"
"wx-5100","137268"
"wx-7100","375416"
"wx-8200","311270"
