"Name","Value"
"a380","57880"
"a750","102890"
"a770","124499"
"gt-1030","30800"
"gt-710","17500"
"gt-730","23830"
"gtx-1050-ti","65250"
"gtx-1060","99900"
"gtx-1630","59200"
"gtx-1650","63880"
"gtx-1660","105283"
"gtx-1660-super","94790"
"gtx-1660-ti","101120"
"p1000","123960"
"p2000","232190"
"p2200","233220"
"p400","52901"
"p620","87086"
"r7-240","30330"
"rtx-2060","95005"
"rtx-2060-super","533756"
"rtx-3050","100290"
"rtx-3060","121890"
"rtx-3060-ti","152990"
"rtx-3070","199900"
"rtx-3070-ti","214350"
"rtx-3080","327570"
"rtx-3080-ti","426690"
"rtx-3090","591332"
"rtx-4000","458901"
"rtx-4070","249190"
"rtx-4070-ti","342690"
"rtx-4080","468090"
"rtx-4090","669450"
"rtx-5000","855090"
"rtx-6000","1781527"
"rtx-a2000","205690"
"rtx-a4000","426190"
"rtx-a4500","590190"
"rtx-a5000","1088673"
"rtx-a5500","1338680"
"rtx-a6000","2379860"
"rx-550","31460"
"rx-560","48460"
"rx-570","66990"
"rx-580","73490"
"rx-6400","51350"
"rx-6500-xt","59600"
"rx-6600","84455"
"rx-6600-xt","124990"
"rx-6650-xt","109490"
"rx-6700","142890"
"rx-6700-xt","149390"
"rx-6750-xt","165990"
"rx-6800","209090"
"rx-6800-xt","227980"
"rx-6900-xt","285100"
"rx-6950-xt","254991"
"rx-7900-xt","304700"
"rx-7900-xtx","415990"
"wx-2100","77854"
"wx-3100","107900"
"wx-3200","77999"
"wx-4100","236000"
"wx-5100","134377"
"wx-7100","345000"
"wx-8200","261990"
