"Name","Value"
"210","27470"
"gt-1030","41220"
"gt-710","22500"
"gt-730","26999"
"gtx-1050-ti","73860"
"gtx-1060","160610"
"gtx-1630",
"gtx-1650","80090"
"gtx-1650-super","117900"
"gtx-1660","110490"
"gtx-1660-super","119780"
"gtx-1660-ti","115490"
"p1000","163887"
"p2000","261805"
"p2200","204660"
"p400","46466"
"p620","88590"
"r7-240","46786"
"rtx-2060","127300"
"rtx-2060-super","142750"
"rtx-3050","130190"
"rtx-3060","170270"
"rtx-3060-ti","210100"
"rtx-3070","254800"
"rtx-3070-ti","292390"
"rtx-3080","359190"
"rtx-3080-ti","449900"
"rtx-3090","409900"
"rtx-3090-ti","555570"
"rtx-4000","429920"
"rtx-4090","1039590"
"rtx-5000","717793"
"rx-550","51090"
"rx-560","67200"
"rx-580","73872"
"rx-6400","76230"
"rx-6500-xt","89100"
"rx-6600","135180"
"rx-6600-xt","170000"
"rx-6650-xt","172840"
"rx-6700","184690"
"rx-6700-xt","209490"
"rx-6750-xt","226490"
"rx-6800","255000"
"rx-6800-xt","282720"
"rx-6900-xt","370350"
"rx-6950-xt","389990"
"wx-2100","77990"
"wx-3100","104490"
"wx-3200","98070"
"wx-5100","231710"
"wx-8200","396190"
