"Name","Value"
"210","20912"
"a380","59490"
"a750","100690"
"a770","122700"
"gt-1030","30920"
"gt-710","19070"
"gt-730","23610"
"gtx-1050-ti","71700"
"gtx-1060","99900"
"gtx-1630","59200"
"gtx-1650","56890"
"gtx-1660","109900"
"gtx-1660-super","74790"
"gtx-1660-ti","108259"
"p1000","160120"
"p2000","225219"
"p2200","205889"
"p400","49900"
"p620","85198"
"r7-240","30029"
"rtx-2060","120449"
"rtx-2060-super","531796"
"rtx-3050","93265"
"rtx-3060","103990"
"rtx-3060-ti","132990"
"rtx-3070","179900"
"rtx-3070-ti","212520"
"rtx-3080","303590"
"rtx-3080-ti","514678"
"rtx-3090","499990"
"rtx-4000","514811"
"rtx-4060-ti","167390"
"rtx-4070","250290"
"rtx-4070-ti","329790"
"rtx-4080","487290"
"rtx-4090","643690"
"rtx-5000","1186050"
"rtx-6000","1217118"
"rtx-8000","3638735"
"rtx-a2000","219000"
"rtx-a4000","199644"
"rtx-a4500","564068"
"rtx-a5000","994190"
"rtx-a5500","1347743"
"rtx-a6000","2244230"
"rx-550","32374"
"rx-560","47250"
"rx-570","66290"
"rx-580","64990"
"rx-6400","53570"
"rx-6500-xt","64400"
"rx-6600","79312"
"rx-6600-xt","136270"
"rx-6650-xt","97390"
"rx-6700","142890"
"rx-6700-xt","143440"
"rx-6750-xt","161925"
"rx-6800","199989"
"rx-6800-xt","241810"
"rx-6900-xt","281021"
"rx-6950-xt","253990"
"rx-7600","114681"
"rx-7900-xt","306140"
"rx-7900-xtx","392770"
"wx-2100","76603"
"wx-3100","96750"
"wx-3200","75190"
"wx-4100","230440"
"wx-5100","135650"
"wx-7100","340000"
"wx-8200","220536"
