"Name","Value"
"210","15340"
"gt-1030","34490"
"gt-710","12990"
"gt-730","26950"
"gtx-1050-ti","58890"
"gtx-1060","193750"
"gtx-1650","79990"
"gtx-1650-super","127370"
"gtx-1660","133710"
"gtx-1660-super","137417"
"gtx-1660-ti","128993"
"p1000","132540"
"p2000","230086"
"p2200","239400"
"p400","48633"
"p620","73240"
"r7-240","46786"
"rtx-2060","151690"
"rtx-2060-super","232690"
"rtx-3050","137429"
"rtx-3060","186690"
"rtx-3060-ti","239000"
"rtx-3070","305477"
"rtx-3070-ti","322990"
"rtx-3080","416969"
"rtx-3080-ti","525253"
"rtx-3090","786960"
"rtx-3090-ti","916290"
"rtx-4000","381700"
"rtx-5000","754010"
"rtx-8000","2733478"
"rx-550","47990"
"rx-5500-xt","251640"
"rx-560","66990"
"rx-580","198051"
"rx-6400","82740"
"rx-6500-xt","85750"
"rx-6600","153860"
"rx-6600-xt","187160"
"rx-6700-xt","266750"
"rx-6800","383320"
"rx-6800-xt","421690"
"rx-6900-xt","473955"
"wx-2100","70390"
"wx-3100","95660"
"wx-3200","96410"
"wx-5100","174300"
