"Name","Value"
"gt-1030","35600"
"gt-710","13294"
"gt-730","22650"
"gtx-1050-ti","89990"
"gtx-1060","170093"
"gtx-1650","104900"
"gtx-1660","199770"
"gtx-1660-super","229900"
"gtx-1660-ti","249770"
"p1000","134660"
"p2000","175650"
"p2200","177884"
"p400","41496"
"p4000","312130"
"p620","63000"
"r7-240","30650"
"rtx-2060","224990"
"rtx-2080-super","450990"
"rtx-3060","339990"
"rtx-3060-ti","589990"
"rtx-3070","609990"
"rtx-3080","899990"
"rtx-3090","1099990"
"rtx-4000","392030"
"rtx-5000","735690"
"rtx-6000","1604420"
"rtx-8000","2219380"
"rx-550","53450"
"rx-5700-xt","508570"
"rx-580","259999"
"rx-6700-xt","429990"
"rx-6800","569990"
"rx-6800-xt","599990"
"rx-6900-xt","662291"
"wx-3100","77480"
"wx-3200","76910"
